PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Payment Terms,Department,Location,Approval Status,Priority,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-67440,Component World,2026-01-22,2026-02-10,2026-02-10,53x Ink Cartridge; 73x Server RAM; 72x Power Supply,198,970.81,130917.64,CAD,2/10 Net 30,HR,Chicago,Pending,Low,Standard delivery,13091.76,144009.40,Mike Davis,Tom Martinez
PO-2026-14355,Office Plus,2026-01-22,2026-02-10,2026-02-10,7x Filing Cabinet,7,562.44,3937.08,EUR,Due on Receipt,Operations,Chicago,Pending,Urgent,Urgent delivery required,393.71,4330.79,Emily Chen,Alice Brown
PO-2026-81644,Quality Distributors,2026-01-22,2026-02-14,2026-02-14,24x Filing Cabinet,24,178.57,4285.68,EUR,Due on Receipt,HR,London,Approved,Low,Urgent delivery required,428.57,4714.25,Sarah Johnson,Jessica White
PO-2026-92733,Quality Distributors,2026-01-22,2026-02-19,2026-02-19,72x SSD Storage; 99x SSD Storage; 92x Laptop; 70x Printer Paper,333,818.70,138714.18,AUD,Net 60,Operations,Sydney,Pending,Urgent,Special packaging needed,13871.42,152585.60,Mike Davis,Jessica White
PO-2026-97633,Office Plus,2026-01-22,2026-02-21,2026-02-21,75x Power Supply; 80x Laptop; 82x Desk Chair; 82x Desk Chair; 36x Router,355,394.83,193877.77,CAD,Net 30,Finance,London,Approved,Low,Urgent delivery required,19387.78,213265.55,John Smith,Jessica White
PO-2026-15807,Tech Solutions Ltd,2026-01-22,2026-02-14,2026-02-14,59x Ink Cartridge; 75x Router; 59x Ink Cartridge; 2x Server RAM,195,987.94,87831.35,EUR,Net 30,Logistics,Los Angeles,Rejected,Medium,Quality inspection required,8783.14,96614.49,Emily Chen,Tom Martinez
PO-2026-29312,Global Supplies Inc,2026-01-22,2026-02-01,2026-02-01,69x Laptop; 33x SSD Storage,102,800.81,59716.17,AUD,Due on Receipt,Logistics,Toronto,Approved,Urgent,Urgent delivery required,5971.62,65687.79,John Smith,David Lee
PO-2026-33965,Industrial Parts Group,2026-01-22,2026-02-20,2026-02-20,45x Office Desk; 74x Filing Cabinet; 63x Filing Cabinet; 32x Router,214,739.89,59790.65,AUD,Due on Receipt,Operations,London,Rejected,Low,Standard delivery,5979.07,65769.72,John Smith,Lisa Anderson
PO-2026-30372,Acme Corp,2026-01-22,2026-01-27,2026-01-27,13x Printer Paper; 11x Printer Paper; 67x Office Desk; 82x SSD Storage; 64x Server RAM,237,274.59,156004.57,USD,Due on Receipt,HR,Chicago,Rejected,Low,Special packaging needed,15600.46,171605.03,Robert Wilson,Tom Martinez
PO-2026-48646,Acme Corp,2026-01-22,2026-02-19,2026-02-19,68x Network Switch,68,852.27,57954.36,CAD,Net 60,Finance,New York,Pending,Low,Standard delivery,5795.44,63749.80,Mike Davis,Lisa Anderson
PO-2026-47846,Enterprise Solutions,2026-01-22,2026-02-07,2026-02-07,64x USB Cable; 81x Office Desk; 88x Laptop,233,167.31,54048.61,EUR,Due on Receipt,Logistics,Los Angeles,Approved,High,,5404.86,59453.47,John Smith,Tom Martinez
PO-2026-81090,Global Supplies Inc,2026-01-22,2026-01-27,2026-01-27,41x USB Cable; 56x Mouse; 69x Ink Cartridge,166,995.43,83166.43,AUD,2/10 Net 30,HR,Chicago,Rejected,Urgent,Urgent delivery required,8316.64,91483.07,John Smith,Jessica White
PO-2026-56488,Component World,2026-01-22,2026-02-08,2026-02-08,3x Power Supply; 48x Keyboard; 99x Ink Cartridge,150,319.99,67019.22,AUD,Net 30,Finance,Sydney,Approved,Urgent,Standard delivery,6701.92,73721.14,Sarah Johnson,David Lee
PO-2026-78162,Digital Systems,2026-01-22,2026-02-21,2026-02-21,14x Office Desk,14,88.39,1237.46,AUD,Due on Receipt,Operations,Toronto,Rejected,Medium,Special packaging needed,123.75,1361.21,Sarah Johnson,Jessica White
PO-2026-96588,Quality Distributors,2026-01-22,2026-02-09,2026-02-09,90x Network Switch; 74x Mouse; 11x USB Cable; 34x Mouse,209,651.37,111293.02,EUR,Net 30,Logistics,Chicago,Pending,Urgent,,11129.30,122422.32,Robert Wilson,Lisa Anderson
PO-2026-33465,Office Plus,2026-01-22,2026-02-04,2026-02-04,48x Ink Cartridge; 99x Server RAM; 23x Printer Paper; 50x Monitor; 89x Router,309,104.96,138349.95,AUD,COD,Operations,Chicago,Rejected,Urgent,Standard delivery,13835.00,152184.95,Sarah Johnson,Jessica White
PO-2026-91794,Digital Systems,2026-01-22,2026-01-30,2026-01-30,75x Server RAM; 54x USB Cable,129,766.62,81708.48,CAD,Net 90,Operations,Los Angeles,Rejected,High,Quality inspection required,8170.85,89879.33,Sarah Johnson,Tom Martinez
PO-2026-88993,Office Plus,2026-01-22,2026-01-30,2026-01-30,44x Network Switch; 52x Server RAM; 3x Ink Cartridge; 5x Desk Chair; 43x Network Switch,147,225.45,54248.21,USD,Due on Receipt,Finance,New York,Rejected,Urgent,Special packaging needed,5424.82,59673.03,Emily Chen,Tom Martinez
PO-2026-24347,Digital Systems,2026-01-22,2026-02-13,2026-02-13,3x Network Switch,3,670.33,2010.99,USD,COD,Finance,New York,Rejected,High,,201.10,2212.09,Robert Wilson,Alice Brown
PO-2026-21363,Global Supplies Inc,2026-01-22,2026-02-15,2026-02-15,97x Ink Cartridge; 66x Filing Cabinet,163,125.32,42700.84,GBP,2/10 Net 30,IT,Chicago,Rejected,Medium,Standard delivery,4270.08,46970.92,John Smith,Jessica White
PO-2026-49956,Premium Materials Co,2026-01-22,2026-02-01,2026-02-01,80x Printer Paper; 76x SSD Storage; 3x Network Switch; 60x Desk Chair,219,575.12,92630.54,USD,COD,Logistics,Los Angeles,Pending,Medium,Special packaging needed,9263.05,101893.59,Mike Davis,Jessica White
PO-2026-85427,Component World,2026-01-22,2026-02-16,2026-02-16,41x Router,41,315.32,12928.12,GBP,2/10 Net 30,IT,Toronto,Pending,Urgent,Urgent delivery required,1292.81,14220.93,Emily Chen,Jessica White
PO-2026-87543,Digital Systems,2026-01-22,2026-02-14,2026-02-14,35x Laptop; 36x Printer Paper; 48x Router; 86x USB Cable; 12x Mouse,217,281.73,53898.57,EUR,Net 30,HR,Sydney,Approved,Low,Urgent delivery required,5389.86,59288.43,John Smith,Lisa Anderson
PO-2026-79329,Global Supplies Inc,2026-01-22,2026-01-30,2026-01-30,48x Server RAM; 45x Filing Cabinet; 61x Monitor; 59x Filing Cabinet,213,284.02,132052.06,AUD,COD,Operations,London,Approved,Medium,Standard delivery,13205.21,145257.27,Mike Davis,David Lee
PO-2026-54165,Premium Materials Co,2026-01-22,2026-02-03,2026-02-03,82x Monitor; 64x Filing Cabinet,146,532.37,95486.66,AUD,Net 30,Logistics,Los Angeles,Approved,High,Quality inspection required,9548.67,105035.33,Robert Wilson,David Lee
PO-2026-14072,Enterprise Solutions,2026-01-22,2026-02-20,2026-02-20,83x Laptop; 85x Monitor,168,426.47,59139.21,USD,2/10 Net 30,Logistics,Sydney,Pending,Urgent,Standard delivery,5913.92,65053.13,Sarah Johnson,Tom Martinez
PO-2026-56591,Global Supplies Inc,2026-01-22,2026-02-19,2026-02-19,24x SSD Storage,24,118.42,2842.08,AUD,2/10 Net 30,Operations,Sydney,Approved,Low,Special packaging needed,284.21,3126.29,John Smith,Jessica White
PO-2026-26961,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,12x Laptop; 97x Ink Cartridge; 21x Keyboard; 19x Power Supply; 78x Ink Cartridge,227,570.65,176870.70,GBP,Due on Receipt,Finance,Toronto,Pending,Urgent,Special packaging needed,17687.07,194557.77,Sarah Johnson,David Lee
PO-2026-62581,Quality Distributors,2026-01-22,2026-02-19,2026-02-19,57x Desk Chair,57,623.63,35546.91,CAD,Due on Receipt,HR,Toronto,Rejected,High,Quality inspection required,3554.69,39101.60,John Smith,Tom Martinez
PO-2026-75511,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,14x Network Switch; 47x Server RAM,61,284.41,36121.28,EUR,COD,HR,London,Approved,Low,,3612.13,39733.41,John Smith,Alice Brown
PO-2026-52757,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,22x Monitor,22,945.86,20808.92,EUR,Net 90,HR,Sydney,Rejected,High,Special packaging needed,2080.89,22889.81,Mike Davis,David Lee
PO-2026-98795,Quality Distributors,2026-01-22,2026-01-27,2026-01-27,41x Office Desk; 72x Monitor; 70x Office Desk,183,264.52,126438.22,CAD,Due on Receipt,Logistics,Toronto,Pending,High,,12643.82,139082.04,Sarah Johnson,Alice Brown
PO-2026-39644,Industrial Parts Group,2026-01-22,2026-01-31,2026-01-31,73x Network Switch; 1x SSD Storage; 32x Server RAM,106,812.83,90703.60,EUR,COD,Finance,Chicago,Rejected,Low,,9070.36,99773.96,John Smith,Alice Brown
PO-2026-76884,Digital Systems,2026-01-22,2026-02-08,2026-02-08,73x Router; 31x Router,104,919.12,72749.23,GBP,Net 30,HR,New York,Approved,Low,Quality inspection required,7274.92,80024.15,John Smith,Tom Martinez
PO-2026-17714,Tech Solutions Ltd,2026-01-22,2026-02-17,2026-02-17,5x Keyboard; 49x Network Switch; 94x USB Cable,148,623.78,26113.50,AUD,Net 60,Finance,Toronto,Rejected,Medium,Quality inspection required,2611.35,28724.85,Robert Wilson,Alice Brown
PO-2026-59634,Tech Solutions Ltd,2026-01-22,2026-02-13,2026-02-13,6x Office Desk; 26x Desk Chair,32,614.74,22901.66,EUR,Net 30,IT,Los Angeles,Approved,Urgent,,2290.17,25191.83,Robert Wilson,Alice Brown
PO-2026-71523,Acme Corp,2026-01-22,2026-02-07,2026-02-07,68x Server RAM; 11x Desk Chair; 24x Ink Cartridge,103,603.86,46154.09,GBP,Net 30,IT,Los Angeles,Rejected,High,,4615.41,50769.50,Robert Wilson,Lisa Anderson
PO-2026-45973,Enterprise Solutions,2026-01-22,2026-02-04,2026-02-04,57x Printer Paper; 5x Mouse; 75x Filing Cabinet; 52x Router; 48x USB Cable,237,892.83,113930.07,GBP,Net 90,Logistics,Chicago,Pending,Urgent,Urgent delivery required,11393.01,125323.08,Mike Davis,Alice Brown
PO-2026-58596,Global Supplies Inc,2026-01-22,2026-02-04,2026-02-04,87x Monitor; 91x Server RAM; 70x Keyboard; 72x SSD Storage,320,247.71,193313.93,AUD,Net 30,Finance,Los Angeles,Approved,Urgent,Special packaging needed,19331.39,212645.32,Emily Chen,David Lee
PO-2026-23379,Global Supplies Inc,2026-01-22,2026-02-20,2026-02-20,65x Mouse; 59x SSD Storage; 7x Network Switch; 79x SSD Storage; 84x Ink Cartridge,294,702.10,146796.82,USD,Net 60,Finance,Los Angeles,Approved,Medium,Standard delivery,14679.68,161476.50,Emily Chen,Tom Martinez
PO-2026-20847,Digital Systems,2026-01-22,2026-02-15,2026-02-15,41x USB Cable; 49x SSD Storage; 75x Filing Cabinet; 89x Router,254,224.65,88043.67,GBP,Net 90,Operations,Toronto,Pending,Medium,,8804.37,96848.04,Sarah Johnson,David Lee
PO-2026-36346,Digital Systems,2026-01-22,2026-02-15,2026-02-15,100x Ink Cartridge; 74x Monitor; 97x Network Switch; 95x Filing Cabinet,366,871.17,246726.00,USD,2/10 Net 30,Finance,Los Angeles,Approved,Medium,Special packaging needed,24672.60,271398.60,Emily Chen,Lisa Anderson
PO-2026-26408,Industrial Parts Group,2026-01-22,2026-02-13,2026-02-13,65x Office Desk; 24x Ink Cartridge,89,721.10,54787.18,AUD,Net 60,Finance,Sydney,Pending,High,Special packaging needed,5478.72,60265.90,Mike Davis,Alice Brown
PO-2026-47981,Quality Distributors,2026-01-22,2026-02-08,2026-02-08,42x Filing Cabinet,42,47.37,1989.54,GBP,COD,Operations,New York,Pending,Urgent,,198.95,2188.49,Mike Davis,Lisa Anderson
PO-2026-37608,Acme Corp,2026-01-22,2026-02-07,2026-02-07,30x USB Cable; 65x Keyboard,95,321.20,15220.80,AUD,COD,Operations,Sydney,Rejected,Urgent,Standard delivery,1522.08,16742.88,Mike Davis,Lisa Anderson
PO-2026-88297,Digital Systems,2026-01-22,2026-02-19,2026-02-19,8x Network Switch; 76x SSD Storage,84,605.90,22785.48,GBP,COD,Logistics,New York,Pending,Urgent,Standard delivery,2278.55,25064.03,Sarah Johnson,Lisa Anderson
PO-2026-26549,Office Plus,2026-01-22,2026-02-11,2026-02-11,31x Router; 94x Network Switch; 26x Router,151,684.90,100236.22,AUD,2/10 Net 30,HR,Sydney,Approved,Medium,Quality inspection required,10023.62,110259.84,Mike Davis,Lisa Anderson
PO-2026-51178,Office Plus,2026-01-22,2026-01-28,2026-01-28,57x SSD Storage; 86x SSD Storage,143,304.40,61590.06,AUD,Due on Receipt,Finance,Sydney,Pending,Urgent,Quality inspection required,6159.01,67749.07,Robert Wilson,Jessica White
PO-2026-19659,Quality Distributors,2026-01-22,2026-02-16,2026-02-16,24x SSD Storage; 51x Network Switch; 98x Monitor; 41x Network Switch,214,219.33,103729.68,CAD,Net 90,HR,Toronto,Rejected,Low,Standard delivery,10372.97,114102.65,Mike Davis,Jessica White
PO-2026-77176,Tech Solutions Ltd,2026-01-22,2026-02-09,2026-02-09,98x Router; 38x Printer Paper; 73x Filing Cabinet,209,530.83,122124.30,AUD,Due on Receipt,Logistics,Chicago,Rejected,High,Urgent delivery required,12212.43,134336.73,Robert Wilson,Tom Martinez
PO-2026-13789,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,18x Mouse; 19x Monitor; 79x USB Cable; 18x Network Switch,134,670.15,40201.20,EUR,2/10 Net 30,Logistics,New York,Approved,Medium,Standard delivery,4020.12,44221.32,John Smith,Tom Martinez
PO-2026-26870,Tech Solutions Ltd,2026-01-22,2026-02-21,2026-02-21,15x Power Supply; 40x Network Switch,55,267.95,39817.65,AUD,Net 60,Finance,Los Angeles,Pending,High,,3981.77,43799.42,Emily Chen,Tom Martinez
PO-2026-92882,Acme Corp,2026-01-22,2026-02-20,2026-02-20,62x Laptop; 69x Printer Paper; 5x Ink Cartridge; 48x Router,184,543.35,86918.75,AUD,Net 60,HR,Sydney,Rejected,Low,Quality inspection required,8691.88,95610.63,Sarah Johnson,Alice Brown
PO-2026-14547,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,79x Filing Cabinet; 61x SSD Storage; 94x Ink Cartridge; 3x Filing Cabinet,237,497.12,122437.84,CAD,Net 60,HR,Los Angeles,Rejected,Low,Standard delivery,12243.78,134681.62,Sarah Johnson,Tom Martinez
PO-2026-37985,Global Supplies Inc,2026-01-22,2026-02-04,2026-02-04,45x Desk Chair; 99x Filing Cabinet; 80x Office Desk; 63x Filing Cabinet; 68x Network Switch,355,517.90,255122.08,CAD,Net 30,HR,New York,Rejected,Medium,Standard delivery,25512.21,280634.29,John Smith,Tom Martinez
PO-2026-44547,Tech Solutions Ltd,2026-01-22,2026-02-07,2026-02-07,33x Laptop; 58x Keyboard; 50x Ink Cartridge; 78x Mouse; 85x USB Cable,304,162.02,164507.59,EUR,COD,Logistics,New York,Pending,High,Urgent delivery required,16450.76,180958.35,John Smith,Alice Brown
PO-2026-97805,Acme Corp,2026-01-22,2026-02-10,2026-02-10,91x USB Cable; 39x Monitor; 99x Laptop,229,814.88,207487.01,AUD,Due on Receipt,HR,London,Approved,Urgent,Urgent delivery required,20748.70,228235.71,Emily Chen,David Lee
PO-2026-54039,Digital Systems,2026-01-22,2026-02-17,2026-02-17,59x Office Desk; 56x Server RAM; 50x Mouse; 71x Monitor,236,868.40,181763.29,CAD,Net 90,HR,Sydney,Pending,High,,18176.33,199939.62,Sarah Johnson,Lisa Anderson
PO-2026-13255,Global Supplies Inc,2026-01-22,2026-02-07,2026-02-07,13x Office Desk,13,205.18,2667.34,CAD,2/10 Net 30,Logistics,New York,Rejected,High,,266.73,2934.07,John Smith,Tom Martinez
PO-2026-61751,Enterprise Solutions,2026-01-22,2026-02-20,2026-02-20,32x SSD Storage; 29x Ink Cartridge; 28x Filing Cabinet; 75x Office Desk; 35x Desk Chair,199,130.53,73556.63,CAD,Net 60,Operations,Sydney,Approved,Low,,7355.66,80912.29,Sarah Johnson,Lisa Anderson
PO-2026-97235,Digital Systems,2026-01-22,2026-02-03,2026-02-03,74x Ink Cartridge; 2x Server RAM,76,883.31,67106.26,EUR,2/10 Net 30,HR,London,Rejected,Medium,Special packaging needed,6710.63,73816.89,John Smith,Jessica White
PO-2026-40699,Industrial Parts Group,2026-01-22,2026-02-05,2026-02-05,71x Laptop; 61x USB Cable; 37x USB Cable,169,170.66,55271.18,GBP,Net 90,HR,Los Angeles,Rejected,Medium,Quality inspection required,5527.12,60798.30,Sarah Johnson,Lisa Anderson
PO-2026-97296,Global Supplies Inc,2026-01-22,2026-01-30,2026-01-30,76x Keyboard; 35x SSD Storage,111,800.24,94173.24,USD,Net 60,Finance,Los Angeles,Approved,Low,Special packaging needed,9417.32,103590.56,Sarah Johnson,Alice Brown
PO-2026-79457,Enterprise Solutions,2026-01-22,2026-02-03,2026-02-03,84x Office Desk; 47x Printer Paper,131,914.93,91207.45,GBP,Net 90,Finance,Chicago,Pending,Urgent,Quality inspection required,9120.75,100328.20,Sarah Johnson,David Lee
PO-2026-51617,Acme Corp,2026-01-22,2026-02-08,2026-02-08,69x Network Switch; 100x Router; 7x Filing Cabinet; 56x Power Supply,232,671.00,110653.26,CAD,Due on Receipt,HR,New York,Pending,Urgent,Quality inspection required,11065.33,121718.59,Emily Chen,Jessica White
PO-2026-74746,Component World,2026-01-22,2026-02-04,2026-02-04,26x Office Desk; 16x Laptop; 98x Server RAM; 80x Server RAM; 91x Ink Cartridge,311,80.36,88517.92,CAD,2/10 Net 30,Finance,Chicago,Pending,High,Quality inspection required,8851.79,97369.71,Sarah Johnson,Alice Brown
PO-2026-59314,Global Supplies Inc,2026-01-22,2026-01-28,2026-01-28,36x Server RAM; 84x Router; 44x Mouse,164,540.22,38065.60,USD,Net 60,Operations,Chicago,Pending,High,,3806.56,41872.16,John Smith,David Lee
PO-2026-21747,Component World,2026-01-22,2026-02-19,2026-02-19,88x Ink Cartridge; 6x Server RAM; 93x Laptop; 71x Server RAM,258,527.16,104120.79,AUD,Net 60,Logistics,Los Angeles,Rejected,Medium,Quality inspection required,10412.08,114532.87,Emily Chen,Jessica White
PO-2026-12517,Premium Materials Co,2026-01-22,2026-01-28,2026-01-28,73x Filing Cabinet; 93x USB Cable; 49x Network Switch,215,871.00,143693.07,AUD,Due on Receipt,Logistics,New York,Pending,Medium,Special packaging needed,14369.31,158062.38,Sarah Johnson,Alice Brown
PO-2026-36704,Quality Distributors,2026-01-22,2026-02-18,2026-02-18,78x Printer Paper; 77x SSD Storage; 13x Keyboard,168,405.27,67893.54,EUR,Net 30,IT,Los Angeles,Approved,Low,Urgent delivery required,6789.35,74682.89,John Smith,Alice Brown
PO-2026-83298,Industrial Parts Group,2026-01-22,2026-02-10,2026-02-10,68x Office Desk; 10x SSD Storage,78,71.56,7053.58,EUR,Due on Receipt,Finance,Toronto,Rejected,Urgent,Standard delivery,705.36,7758.94,Robert Wilson,Alice Brown
PO-2026-56902,Enterprise Solutions,2026-01-22,2026-02-18,2026-02-18,66x Printer Paper; 22x Office Desk; 94x Office Desk,182,158.16,60524.06,AUD,Net 30,Finance,Los Angeles,Rejected,Urgent,Urgent delivery required,6052.41,66576.47,Sarah Johnson,Jessica White
PO-2026-63941,Tech Solutions Ltd,2026-01-22,2026-02-21,2026-02-21,80x Monitor; 50x Router; 91x Filing Cabinet,221,601.22,161123.15,CAD,Net 30,Finance,Los Angeles,Rejected,Low,,16112.32,177235.47,John Smith,Tom Martinez
PO-2026-38748,Global Supplies Inc,2026-01-22,2026-02-11,2026-02-11,83x Mouse; 97x Network Switch,180,619.38,67579.41,AUD,Net 30,IT,Sydney,Pending,High,Special packaging needed,6757.94,74337.35,John Smith,Lisa Anderson
PO-2026-57306,Global Supplies Inc,2026-01-22,2026-01-28,2026-01-28,62x Printer Paper; 10x Network Switch; 30x Server RAM; 69x Power Supply,171,713.28,116248.25,GBP,Net 30,IT,Toronto,Approved,Medium,,11624.83,127873.08,Sarah Johnson,Lisa Anderson
PO-2026-99392,Component World,2026-01-22,2026-02-19,2026-02-19,15x Network Switch; 78x Mouse; 83x Server RAM,176,533.95,92107.44,GBP,Due on Receipt,Logistics,Toronto,Rejected,High,Special packaging needed,9210.74,101318.18,Mike Davis,Tom Martinez
PO-2026-11129,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,91x Keyboard,91,718.83,65413.53,GBP,COD,Operations,Sydney,Rejected,Medium,Special packaging needed,6541.35,71954.88,Mike Davis,Alice Brown
PO-2026-26610,Acme Corp,2026-01-22,2026-02-11,2026-02-11,88x Keyboard; 16x Office Desk,104,2.08,7344.64,USD,COD,IT,London,Approved,Low,Standard delivery,734.46,8079.10,Emily Chen,Tom Martinez
PO-2026-49571,Office Plus,2026-01-22,2026-02-12,2026-02-12,83x Network Switch; 8x Desk Chair,91,261.39,28619.37,EUR,2/10 Net 30,Operations,Chicago,Pending,Medium,Special packaging needed,2861.94,31481.31,Robert Wilson,David Lee
PO-2026-15010,Acme Corp,2026-01-22,2026-02-05,2026-02-05,69x SSD Storage; 50x SSD Storage; 37x Desk Chair,156,585.31,79751.58,EUR,COD,HR,Chicago,Pending,Low,Urgent delivery required,7975.16,87726.74,Sarah Johnson,Lisa Anderson
PO-2026-66288,Industrial Parts Group,2026-01-22,2026-02-01,2026-02-01,94x Office Desk; 71x Mouse; 10x Laptop; 74x Printer Paper; 43x Network Switch,292,823.03,198457.42,CAD,COD,HR,Toronto,Pending,Medium,Urgent delivery required,19845.74,218303.16,Sarah Johnson,Lisa Anderson
PO-2026-55697,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,44x SSD Storage; 41x Printer Paper; 73x Server RAM; 19x Router,177,886.78,111070.15,USD,Net 90,Finance,Chicago,Pending,Low,,11107.01,122177.17,Emily Chen,Jessica White
PO-2026-70648,Enterprise Solutions,2026-01-22,2026-02-10,2026-02-10,61x Ink Cartridge; 14x Office Desk,75,300.90,21176.04,USD,Net 30,IT,Sydney,Pending,Low,Urgent delivery required,2117.60,23293.64,Robert Wilson,Lisa Anderson
PO-2026-57289,Quality Distributors,2026-01-22,2026-02-11,2026-02-11,89x Desk Chair,89,865.66,77043.74,CAD,Net 60,Logistics,Los Angeles,Pending,High,,7704.37,84748.11,John Smith,David Lee
PO-2026-55558,Global Supplies Inc,2026-01-22,2026-02-04,2026-02-04,99x Filing Cabinet; 59x Network Switch; 56x Printer Paper; 32x Network Switch; 20x Laptop,266,225.10,140448.51,EUR,Net 90,IT,Los Angeles,Rejected,Medium,Urgent delivery required,14044.85,154493.36,John Smith,Tom Martinez
PO-2026-48838,Quality Distributors,2026-01-22,2026-01-27,2026-01-27,94x Ink Cartridge; 13x Laptop,107,122.39,12326.78,GBP,Net 30,IT,Chicago,Approved,Urgent,Special packaging needed,1232.68,13559.46,Mike Davis,Lisa Anderson
PO-2026-56322,Global Supplies Inc,2026-01-22,2026-01-28,2026-01-28,12x Printer Paper; 96x Desk Chair; 100x Monitor,208,209.43,107208.40,GBP,Net 30,HR,Toronto,Pending,High,Quality inspection required,10720.84,117929.24,Robert Wilson,Alice Brown
