PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Status,Payment Terms,Department,Location,Approval Status,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-84557,Digital Systems,2026-01-22,2026-02-03,2026-02-03,11x Power Supply,11,528.74,5816.14,CAD,Partial,Net 30,IT,Toronto,Rejected,Special packaging needed,581.61,6397.75,John Smith,Alice Brown
PO-2026-19877,Global Supplies Inc,2026-01-22,2026-02-12,2026-02-12,3x SSD Storage; 24x Router,27,644.49,9115.71,AUD,Received,Net 30,HR,Los Angeles,Approved,Quality inspection required,911.57,10027.28,Mike Davis,David Lee
PO-2026-97160,Industrial Parts Group,2026-01-22,2026-02-19,2026-02-19,37x Network Switch; 47x USB Cable; 28x USB Cable,112,844.25,66302.19,EUR,Received,Due on Receipt,Operations,Chicago,Pending,Quality inspection required,6630.22,72932.41,Sarah Johnson,David Lee
PO-2026-89828,Office Plus,2026-01-22,2026-02-11,2026-02-11,79x Office Desk; 79x Desk Chair; 33x Network Switch; 36x Ink Cartridge; 58x Office Desk,285,188.43,146007.47,GBP,Pending,Net 90,Logistics,London,Pending,Special packaging needed,14600.75,160608.22,Sarah Johnson,Jessica White
PO-2026-57204,Tech Solutions Ltd,2026-01-22,2026-02-08,2026-02-08,69x Mouse; 90x Server RAM; 70x SSD Storage; 16x Keyboard,245,103.78,167944.92,CAD,Approved,Net 30,Finance,New York,Pending,Quality inspection required,16794.49,184739.41,Mike Davis,Jessica White
PO-2026-33567,Tech Solutions Ltd,2026-01-22,2026-02-19,2026-02-19,22x Network Switch,22,107.22,2358.84,AUD,Partial,Net 90,IT,Sydney,Approved,,235.88,2594.72,Mike Davis,David Lee
PO-2026-57164,Acme Corp,2026-01-22,2026-02-16,2026-02-16,53x Monitor; 70x Filing Cabinet; 51x Laptop; 95x Router; 72x Laptop,341,715.28,206083.89,EUR,Cancelled,Due on Receipt,HR,New York,Approved,Special packaging needed,20608.39,226692.28,John Smith,Lisa Anderson
PO-2026-26714,Global Supplies Inc,2026-01-22,2026-02-11,2026-02-11,28x Laptop; 27x Printer Paper,55,253.88,17499.86,GBP,Approved,COD,Finance,Toronto,Pending,Standard delivery,1749.99,19249.85,Robert Wilson,Tom Martinez
PO-2026-30805,Global Supplies Inc,2026-01-22,2026-02-21,2026-02-21,62x Router; 98x Router; 96x Router; 68x USB Cable,324,453.45,177302.74,USD,Pending,Net 90,IT,London,Approved,Quality inspection required,17730.27,195033.01,Sarah Johnson,Jessica White
PO-2026-18838,Industrial Parts Group,2026-01-22,2026-02-13,2026-02-13,72x Router; 27x Keyboard; 54x USB Cable; 78x Power Supply; 30x SSD Storage,261,100.87,89441.28,AUD,Received,Net 60,Operations,Sydney,Pending,,8944.13,98385.41,Sarah Johnson,David Lee
PO-2026-87719,Quality Distributors,2026-01-22,2026-02-16,2026-02-16,33x Printer Paper; 59x Router,92,378.25,60534.21,GBP,Partial,COD,HR,London,Rejected,Quality inspection required,6053.42,66587.63,John Smith,Lisa Anderson
PO-2026-53802,Component World,2026-01-22,2026-02-12,2026-02-12,10x Filing Cabinet; 94x SSD Storage,104,951.76,41242.60,EUR,Cancelled,COD,Logistics,Chicago,Rejected,Urgent delivery required,4124.26,45366.86,Sarah Johnson,Jessica White
PO-2026-84707,Office Plus,2026-01-22,2026-02-21,2026-02-21,84x Network Switch; 96x Filing Cabinet; 49x Router,229,646.41,142927.35,CAD,Pending,2/10 Net 30,Finance,New York,Pending,Urgent delivery required,14292.74,157220.09,Mike Davis,David Lee
PO-2026-83647,Enterprise Solutions,2026-01-22,2026-02-02,2026-02-02,44x USB Cable; 37x Ink Cartridge,81,176.41,11763.22,GBP,Partial,Net 30,HR,London,Rejected,,1176.32,12939.54,John Smith,Tom Martinez
PO-2026-63893,Industrial Parts Group,2026-01-22,2026-02-14,2026-02-14,58x Server RAM; 68x SSD Storage; 17x Filing Cabinet,143,735.20,48087.04,CAD,Partial,2/10 Net 30,Logistics,London,Approved,Quality inspection required,4808.70,52895.74,Emily Chen,Alice Brown
PO-2026-60276,Acme Corp,2026-01-22,2026-02-01,2026-02-01,93x Network Switch; 88x USB Cable; 88x Ink Cartridge,269,680.82,109195.94,CAD,Partial,Net 60,Finance,New York,Pending,Quality inspection required,10919.59,120115.53,John Smith,David Lee
PO-2026-72307,Enterprise Solutions,2026-01-22,2026-02-03,2026-02-03,77x Filing Cabinet; 33x Router,110,293.63,23101.21,CAD,Cancelled,Net 90,HR,Sydney,Pending,Quality inspection required,2310.12,25411.33,John Smith,Alice Brown
PO-2026-51379,Quality Distributors,2026-01-22,2026-02-14,2026-02-14,23x USB Cable; 42x USB Cable; 79x SSD Storage; 38x Router,182,608.43,131579.37,EUR,Partial,Net 60,HR,Sydney,Rejected,,13157.94,144737.31,Sarah Johnson,Jessica White
PO-2026-14025,Digital Systems,2026-01-22,2026-01-27,2026-01-27,74x Laptop; 70x Server RAM; 50x Router,194,172.81,62091.44,AUD,Pending,Net 90,IT,Sydney,Rejected,,6209.14,68300.58,Robert Wilson,Alice Brown
PO-2026-67977,Digital Systems,2026-01-22,2026-02-03,2026-02-03,7x Monitor,7,296.44,2075.08,EUR,Received,Net 30,Operations,New York,Rejected,Quality inspection required,207.51,2282.59,Mike Davis,David Lee
PO-2026-32049,Premium Materials Co,2026-01-22,2026-02-10,2026-02-10,66x Office Desk; 24x SSD Storage; 71x Monitor; 77x Power Supply,238,999.67,150621.09,USD,Partial,COD,IT,Toronto,Approved,,15062.11,165683.20,John Smith,Alice Brown
PO-2026-35811,Digital Systems,2026-01-22,2026-02-06,2026-02-06,62x Network Switch; 66x Ink Cartridge; 2x Keyboard,130,452.82,41563.32,CAD,Received,Due on Receipt,IT,Los Angeles,Rejected,Urgent delivery required,4156.33,45719.65,Sarah Johnson,Alice Brown
PO-2026-76601,Digital Systems,2026-01-22,2026-02-12,2026-02-12,44x Laptop; 71x Filing Cabinet; 34x Server RAM; 14x USB Cable,163,18.15,64205.76,AUD,Cancelled,Net 90,IT,Sydney,Approved,Urgent delivery required,6420.58,70626.34,Robert Wilson,Jessica White
PO-2026-85740,Tech Solutions Ltd,2026-01-22,2026-01-28,2026-01-28,18x Ink Cartridge; 68x USB Cable; 18x Filing Cabinet; 39x Power Supply,143,390.14,44212.52,EUR,Received,Net 90,HR,Los Angeles,Rejected,Special packaging needed,4421.25,48633.77,Robert Wilson,Jessica White
PO-2026-27848,Office Plus,2026-01-22,2026-02-14,2026-02-14,49x Mouse,49,721.57,35356.93,AUD,Pending,Net 30,Logistics,Chicago,Approved,Urgent delivery required,3535.69,38892.62,Sarah Johnson,David Lee
PO-2026-72510,Quality Distributors,2026-01-22,2026-02-03,2026-02-03,93x SSD Storage; 2x Filing Cabinet; 60x Router; 67x Desk Chair,222,454.27,103753.29,GBP,Pending,Net 60,Operations,London,Rejected,Quality inspection required,10375.33,114128.62,John Smith,David Lee
PO-2026-59108,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,14x Monitor; 13x Server RAM; 95x Filing Cabinet; 55x Filing Cabinet,177,274.85,136131.51,AUD,Cancelled,COD,Operations,New York,Rejected,Standard delivery,13613.15,149744.66,Emily Chen,David Lee
PO-2026-97259,Office Plus,2026-01-22,2026-01-30,2026-01-30,47x Mouse; 24x Monitor; 82x SSD Storage; 45x Server RAM; 71x Router,269,235.60,66024.08,USD,Pending,Net 60,Finance,London,Pending,Standard delivery,6602.41,72626.49,Emily Chen,Jessica White
PO-2026-78767,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,8x Office Desk; 37x Keyboard; 73x Keyboard; 26x Ink Cartridge; 9x Power Supply,153,816.45,125093.57,CAD,Partial,2/10 Net 30,Finance,Los Angeles,Approved,,12509.36,137602.93,Sarah Johnson,David Lee
PO-2026-18902,Tech Solutions Ltd,2026-01-22,2026-02-11,2026-02-11,77x Filing Cabinet; 79x Monitor,156,990.35,95923.21,USD,Draft,COD,Operations,Los Angeles,Approved,Quality inspection required,9592.32,105515.53,Emily Chen,David Lee
PO-2026-41834,Industrial Parts Group,2026-01-22,2026-02-01,2026-02-01,21x Router; 65x Filing Cabinet,86,357.14,15221.94,AUD,Cancelled,Net 30,IT,Toronto,Rejected,Standard delivery,1522.19,16744.13,Emily Chen,Lisa Anderson
PO-2026-71996,Component World,2026-01-22,2026-02-08,2026-02-08,91x Laptop; 94x Filing Cabinet; 11x Network Switch; 39x Office Desk,235,51.10,90084.51,GBP,Cancelled,2/10 Net 30,HR,Sydney,Approved,Quality inspection required,9008.45,99092.96,Sarah Johnson,Alice Brown
PO-2026-80936,Global Supplies Inc,2026-01-22,2026-02-03,2026-02-03,1x Printer Paper,1,532.72,532.72,AUD,Pending,Net 60,Finance,Los Angeles,Approved,,53.27,585.99,Robert Wilson,Jessica White
PO-2026-38248,Quality Distributors,2026-01-22,2026-02-12,2026-02-12,66x Router; 54x USB Cable; 22x Mouse,142,161.40,55547.02,GBP,Draft,Net 60,HR,Los Angeles,Pending,Quality inspection required,5554.70,61101.72,Sarah Johnson,Tom Martinez
PO-2026-40258,Quality Distributors,2026-01-22,2026-01-27,2026-01-27,52x Printer Paper; 78x Power Supply,130,502.77,84559.02,GBP,Cancelled,Net 30,Logistics,Chicago,Rejected,Special packaging needed,8455.90,93014.92,John Smith,David Lee
PO-2026-86330,Premium Materials Co,2026-01-22,2026-01-27,2026-01-27,16x SSD Storage; 60x Mouse; 53x Power Supply; 64x Office Desk; 11x Ink Cartridge,204,28.83,104919.57,CAD,Cancelled,COD,IT,London,Pending,,10491.96,115411.53,John Smith,Jessica White
PO-2026-86265,Component World,2026-01-22,2026-02-04,2026-02-04,39x Ink Cartridge; 72x Laptop; 6x Network Switch; 79x Printer Paper; 82x Filing Cabinet,278,443.95,96659.49,CAD,Partial,Net 30,HR,Los Angeles,Approved,Special packaging needed,9665.95,106325.44,Emily Chen,Tom Martinez
PO-2026-74712,Acme Corp,2026-01-22,2026-02-17,2026-02-17,35x Mouse; 3x Keyboard; 16x Ink Cartridge; 56x Mouse,110,14.45,24516.26,USD,Draft,2/10 Net 30,Logistics,Sydney,Rejected,Special packaging needed,2451.63,26967.89,Sarah Johnson,David Lee
PO-2026-38142,Global Supplies Inc,2026-01-22,2026-02-01,2026-02-01,80x Desk Chair; 100x Office Desk,180,899.07,86120.60,CAD,Pending,Due on Receipt,HR,Toronto,Rejected,Standard delivery,8612.06,94732.66,Robert Wilson,Alice Brown
PO-2026-46311,Industrial Parts Group,2026-01-22,2026-02-01,2026-02-01,65x Power Supply; 70x USB Cable; 6x USB Cable; 21x Server RAM,162,838.36,127523.43,CAD,Partial,2/10 Net 30,IT,London,Approved,Standard delivery,12752.34,140275.77,Emily Chen,Tom Martinez
PO-2026-23374,Digital Systems,2026-01-22,2026-01-27,2026-01-27,26x Printer Paper; 60x Monitor; 90x Monitor,176,998.60,134289.70,USD,Cancelled,Net 30,IT,Chicago,Rejected,Quality inspection required,13428.97,147718.67,John Smith,Alice Brown
PO-2026-74894,Acme Corp,2026-01-22,2026-02-01,2026-02-01,88x Laptop; 6x Ink Cartridge; 22x Router; 97x Monitor,213,633.40,97491.89,USD,Pending,Net 60,HR,Chicago,Approved,Standard delivery,9749.19,107241.08,Mike Davis,Alice Brown
PO-2026-77251,Premium Materials Co,2026-01-22,2026-02-16,2026-02-16,18x Network Switch; 21x Power Supply; 29x USB Cable,68,435.05,44097.20,GBP,Approved,2/10 Net 30,Finance,Chicago,Pending,Urgent delivery required,4409.72,48506.92,Robert Wilson,Lisa Anderson
PO-2026-26161,Tech Solutions Ltd,2026-01-22,2026-01-28,2026-01-28,78x Keyboard; 49x Laptop; 21x Network Switch; 53x Laptop,201,583.82,101549.89,AUD,Received,Net 90,IT,Toronto,Approved,Urgent delivery required,10154.99,111704.88,John Smith,Lisa Anderson
PO-2026-25551,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,32x SSD Storage; 27x Router; 70x Mouse; 95x Keyboard,224,467.44,115412.37,AUD,Pending,Net 60,HR,Los Angeles,Pending,,11541.24,126953.61,Sarah Johnson,Tom Martinez
PO-2026-36339,Enterprise Solutions,2026-01-22,2026-02-13,2026-02-13,52x Filing Cabinet; 34x Router; 95x Server RAM; 88x Laptop,269,881.40,234542.17,USD,Received,COD,Logistics,Los Angeles,Approved,,23454.22,257996.39,Mike Davis,Jessica White
PO-2026-49837,Office Plus,2026-01-22,2026-02-17,2026-02-17,27x Filing Cabinet; 32x Network Switch,59,831.22,37633.66,AUD,Pending,Net 60,Logistics,Chicago,Rejected,Standard delivery,3763.37,41397.03,Mike Davis,David Lee
PO-2026-63011,Industrial Parts Group,2026-01-22,2026-02-14,2026-02-14,31x Router; 35x Printer Paper; 65x Printer Paper,131,885.09,70045.94,GBP,Pending,2/10 Net 30,HR,New York,Pending,Quality inspection required,7004.59,77050.53,John Smith,Jessica White
PO-2026-85661,Office Plus,2026-01-22,2026-02-17,2026-02-17,82x Network Switch; 55x Desk Chair,137,963.98,130442.21,USD,Approved,Net 30,HR,Chicago,Pending,Quality inspection required,13044.22,143486.43,Mike Davis,Alice Brown
PO-2026-48983,Premium Materials Co,2026-01-22,2026-01-27,2026-01-27,47x Server RAM,47,406.89,19123.83,CAD,Draft,Net 30,HR,Toronto,Rejected,Urgent delivery required,1912.38,21036.21,Mike Davis,Jessica White
PO-2026-20938,Component World,2026-01-22,2026-01-27,2026-01-27,78x Power Supply,78,971.96,75812.88,AUD,Partial,Net 30,Finance,New York,Pending,Urgent delivery required,7581.29,83394.17,John Smith,Lisa Anderson
PO-2026-50268,Quality Distributors,2026-01-22,2026-02-04,2026-02-04,15x SSD Storage,15,404.30,6064.50,USD,Received,Net 60,Logistics,Los Angeles,Pending,Special packaging needed,606.45,6670.95,Emily Chen,Tom Martinez
PO-2026-97240,Tech Solutions Ltd,2026-01-22,2026-02-12,2026-02-12,70x Filing Cabinet; 58x Office Desk; 65x Monitor; 24x Ink Cartridge; 5x Power Supply,222,522.90,133057.23,AUD,Partial,Due on Receipt,IT,London,Pending,,13305.72,146362.95,Robert Wilson,Alice Brown
PO-2026-87897,Global Supplies Inc,2026-01-22,2026-01-27,2026-01-27,94x Printer Paper,94,384.08,36103.52,AUD,Partial,Net 60,HR,Los Angeles,Approved,,3610.35,39713.87,John Smith,David Lee
PO-2026-88363,Acme Corp,2026-01-22,2026-01-28,2026-01-28,17x Power Supply,17,587.35,9984.95,AUD,Pending,COD,IT,London,Approved,Special packaging needed,998.50,10983.45,Robert Wilson,Lisa Anderson
PO-2026-38288,Global Supplies Inc,2026-01-22,2026-02-04,2026-02-04,69x USB Cable; 13x Keyboard; 7x Keyboard; 100x Laptop,189,215.19,75286.82,EUR,Approved,COD,HR,Los Angeles,Pending,Standard delivery,7528.68,82815.50,Robert Wilson,David Lee
PO-2026-84094,Component World,2026-01-22,2026-02-16,2026-02-16,99x Filing Cabinet; 49x Keyboard; 3x Mouse,151,644.43,97081.49,EUR,Received,Net 30,Logistics,Chicago,Rejected,Special packaging needed,9708.15,106789.64,Mike Davis,Lisa Anderson
PO-2026-70819,Enterprise Solutions,2026-01-22,2026-02-09,2026-02-09,41x Ink Cartridge; 76x Power Supply; 3x Filing Cabinet; 60x Keyboard,180,801.93,123053.53,USD,Approved,Net 60,Operations,Los Angeles,Approved,Special packaging needed,12305.35,135358.88,Robert Wilson,Alice Brown
PO-2026-44063,Component World,2026-01-22,2026-02-09,2026-02-09,5x Filing Cabinet; 19x Server RAM,24,199.57,16103.23,CAD,Approved,Net 90,Logistics,Sydney,Rejected,Standard delivery,1610.32,17713.55,John Smith,Alice Brown
PO-2026-22515,Quality Distributors,2026-01-22,2026-02-11,2026-02-11,7x Ink Cartridge,7,39.73,278.11,GBP,Pending,COD,Operations,New York,Approved,Quality inspection required,27.81,305.92,John Smith,Jessica White
PO-2026-57131,Digital Systems,2026-01-22,2026-02-21,2026-02-21,55x Monitor,55,683.05,37567.75,GBP,Draft,COD,Operations,New York,Rejected,,3756.78,41324.53,Mike Davis,Lisa Anderson
PO-2026-98808,Industrial Parts Group,2026-01-22,2026-02-15,2026-02-15,3x Desk Chair,3,388.80,1166.40,USD,Partial,Net 30,IT,Chicago,Approved,,116.64,1283.04,John Smith,Jessica White
PO-2026-67493,Office Plus,2026-01-22,2026-02-16,2026-02-16,49x Laptop; 61x Router; 19x Printer Paper; 67x Router; 5x USB Cable,201,934.70,133915.68,CAD,Draft,Net 30,Operations,New York,Rejected,Special packaging needed,13391.57,147307.25,Robert Wilson,Lisa Anderson
PO-2026-25856,Industrial Parts Group,2026-01-22,2026-01-28,2026-01-28,39x SSD Storage,39,242.10,9441.90,EUR,Draft,2/10 Net 30,Finance,Chicago,Approved,,944.19,10386.09,John Smith,Alice Brown
PO-2026-43460,Industrial Parts Group,2026-01-22,2026-02-16,2026-02-16,74x Filing Cabinet; 98x Mouse; 25x Monitor,197,588.07,79255.22,AUD,Cancelled,COD,HR,London,Approved,Quality inspection required,7925.52,87180.74,Sarah Johnson,Alice Brown
PO-2026-52099,Component World,2026-01-22,2026-02-12,2026-02-12,32x USB Cable; 1x Network Switch,33,443.48,14950.49,USD,Received,Net 90,Operations,Toronto,Pending,Urgent delivery required,1495.05,16445.54,Mike Davis,Jessica White
PO-2026-90231,Industrial Parts Group,2026-01-22,2026-02-09,2026-02-09,43x Mouse; 24x Filing Cabinet,67,330.75,28932.57,GBP,Cancelled,Net 60,Logistics,Sydney,Rejected,Special packaging needed,2893.26,31825.83,Mike Davis,Lisa Anderson
PO-2026-62014,Office Plus,2026-01-22,2026-01-31,2026-01-31,82x Power Supply,82,430.06,35264.92,AUD,Cancelled,Due on Receipt,Logistics,Los Angeles,Pending,Special packaging needed,3526.49,38791.41,Mike Davis,Alice Brown
PO-2026-52026,Component World,2026-01-22,2026-02-08,2026-02-08,86x Network Switch; 7x Monitor; 12x Filing Cabinet; 35x Printer Paper,140,692.13,83889.76,EUR,Pending,Net 90,IT,Los Angeles,Pending,Standard delivery,8388.98,92278.74,John Smith,Alice Brown
PO-2026-74548,Tech Solutions Ltd,2026-01-22,2026-02-15,2026-02-15,71x Mouse; 43x Network Switch; 97x SSD Storage; 20x Mouse,231,695.46,76991.37,CAD,Partial,Net 60,Logistics,Toronto,Approved,Quality inspection required,7699.14,84690.51,John Smith,Alice Brown
PO-2026-82866,Premium Materials Co,2026-01-22,2026-02-11,2026-02-11,95x Server RAM; 29x SSD Storage; 17x Office Desk; 80x Router,221,508.08,133730.29,USD,Partial,Net 60,HR,Chicago,Rejected,Special packaging needed,13373.03,147103.32,John Smith,Tom Martinez
PO-2026-87669,Acme Corp,2026-01-22,2026-02-03,2026-02-03,65x USB Cable,65,122.84,7984.60,GBP,Pending,COD,Finance,Toronto,Rejected,,798.46,8783.06,Sarah Johnson,Lisa Anderson
PO-2026-49498,Industrial Parts Group,2026-01-22,2026-02-08,2026-02-08,14x Filing Cabinet; 30x Monitor; 74x Laptop; 88x Keyboard; 74x Router,280,690.88,93460.44,AUD,Approved,Net 30,IT,Chicago,Approved,Urgent delivery required,9346.04,102806.48,Sarah Johnson,David Lee
PO-2026-54401,Quality Distributors,2026-01-22,2026-02-15,2026-02-15,58x Mouse; 60x Office Desk; 77x Server RAM,195,220.09,74252.26,CAD,Received,Net 60,HR,Chicago,Rejected,Quality inspection required,7425.23,81677.49,Mike Davis,Lisa Anderson
PO-2026-52873,Tech Solutions Ltd,2026-01-22,2026-01-29,2026-01-29,44x Power Supply; 85x Router; 65x Monitor; 11x Network Switch,205,605.56,60804.40,AUD,Draft,Net 60,Finance,London,Pending,Special packaging needed,6080.44,66884.84,Mike Davis,Lisa Anderson
PO-2026-80594,Quality Distributors,2026-01-22,2026-02-03,2026-02-03,87x Keyboard; 1x USB Cable; 30x Power Supply; 89x Ink Cartridge; 64x Desk Chair,271,335.17,175241.29,AUD,Cancelled,Net 30,IT,New York,Pending,Urgent delivery required,17524.13,192765.42,Robert Wilson,Alice Brown
PO-2026-66958,Digital Systems,2026-01-22,2026-01-27,2026-01-27,29x SSD Storage; 53x SSD Storage; 52x Printer Paper,134,478.20,47483.50,CAD,Draft,COD,HR,Los Angeles,Rejected,Special packaging needed,4748.35,52231.85,Robert Wilson,Alice Brown
PO-2026-93085,Quality Distributors,2026-01-22,2026-01-27,2026-01-27,70x Ink Cartridge; 98x Power Supply; 41x USB Cable,209,138.83,117544.47,GBP,Partial,Net 30,Operations,London,Pending,Quality inspection required,11754.45,129298.92,Emily Chen,Jessica White
PO-2026-53265,Industrial Parts Group,2026-01-22,2026-02-04,2026-02-04,48x Router,48,906.60,43516.80,CAD,Cancelled,Net 30,HR,New York,Pending,Standard delivery,4351.68,47868.48,Emily Chen,Tom Martinez
PO-2026-16509,Acme Corp,2026-01-22,2026-02-05,2026-02-05,76x Router; 30x Office Desk; 76x Desk Chair,182,113.80,72744.12,GBP,Pending,Due on Receipt,HR,Toronto,Pending,Standard delivery,7274.41,80018.53,Sarah Johnson,Lisa Anderson
PO-2026-40893,Acme Corp,2026-01-22,2026-02-11,2026-02-11,82x Network Switch; 26x Network Switch,108,621.85,64309.68,CAD,Cancelled,2/10 Net 30,Logistics,Toronto,Pending,Urgent delivery required,6430.97,70740.65,Mike Davis,Jessica White
PO-2026-59326,Office Plus,2026-01-22,2026-02-05,2026-02-05,38x Network Switch; 77x Server RAM,115,515.00,50448.54,CAD,Cancelled,Due on Receipt,HR,Sydney,Rejected,Urgent delivery required,5044.85,55493.39,Emily Chen,Lisa Anderson
PO-2026-42256,Global Supplies Inc,2026-01-22,2026-02-19,2026-02-19,28x Router; 74x Filing Cabinet; 56x Keyboard,158,180.45,53690.68,EUR,Pending,Net 90,Finance,London,Approved,,5369.07,59059.75,Mike Davis,David Lee
PO-2026-12227,Acme Corp,2026-01-22,2026-02-07,2026-02-07,12x Keyboard; 77x Desk Chair; 89x Ink Cartridge; 57x Keyboard,235,64.60,138051.50,USD,Cancelled,Net 90,Finance,New York,Pending,Quality inspection required,13805.15,151856.65,John Smith,David Lee
PO-2026-14577,Quality Distributors,2026-01-22,2026-01-30,2026-01-30,37x Filing Cabinet; 2x Keyboard; 37x Desk Chair; 70x Monitor; 98x Power Supply,244,12.55,99912.23,AUD,Draft,Net 60,Logistics,Chicago,Approved,Standard delivery,9991.22,109903.45,John Smith,Alice Brown
PO-2026-48613,Component World,2026-01-22,2026-02-19,2026-02-19,28x Router; 53x Filing Cabinet; 2x Ink Cartridge; 81x Server RAM,164,49.75,91494.14,USD,Cancelled,Due on Receipt,Finance,Chicago,Rejected,,9149.41,100643.55,John Smith,Alice Brown
